Name,Color,Size,Storage,Selling Price,MRP,Features,Image1
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6654-PhotoRoom.png-PhotoRoom.png?v=1694514028
Luusa XR09 Hooded Tricycle for Kids - Ages 8 Months to 4 Years,Default Title,,,499,5999,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Introducing the Luusa XR09 Hooded Tricycle for Kids, the ultimate blend of safety, comfort, and style for your young explorer. Designed to cater to children aged 8 months to 4 years, this tricycle is packed with features that ensure your child's well-being and endless enjoyment. Here's why it's a must-have for your little one:</span></p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<p><strong>Convertible Hood:</strong> Our innovative hood design can be easily opened and closed at any time. It features a secure lock system that keeps it steady in windy conditions and unlocks effortlessly for hood closure.</p>
</li>
<li>
<p><strong>Safety First:</strong> Equipped with a seat belt and cushioned rail guard, this tricycle ensures your child's safety during every ride.</p>
</li>
<li>
<p><strong>Easy to Clean:</strong> The cushioned seats are not only comfortable but also washable, making cleanup a breeze after messy adventures.</p>
</li>
<li>
<p><strong>Maximum Comfort:</strong> Enjoy a large cushion backrest that provides optimal support during long rides, keeping your child comfortable at all times.</p>
</li>
<li>
<p><strong>Leg Rest:</strong> For those moments when little legs can't quite reach the pedals, the built-in leg rest offers a convenient solution.</p>
</li>
<li>
<p><strong>360-Degree Convertibility:</strong> This tricycle effortlessly converts in all directions, allowing your child to face forward, backward, or sideways. It offers endless flexibility for a customized riding experience.</p>
</li>
<li>
<p><strong>Dual Baskets:</strong> Stay organized with two spacious baskets – a large one at the back and a smaller one at the front – perfect for storing toys, snacks, and essentials.</p>
</li>
<li>
<p><strong>Height Adjustable Parent Handle:</strong> The parent handle is height-adjustable with cushioned grips, ensuring a comfortable and ergonomic grip for caregivers.</p>
</li>
<li>
<p><strong>Bottle Holder:</strong> Stay hydrated on the go with the convenient bottle holder, always within arm's reach.</p>
</li>
<li>
<p><strong>Enhanced Grip:</strong> The Luusa XR09 features EAV wheels that provide superior grip, ensuring stability and control on various terrains.</p>
</li>
</ul>
<p>The Luusa XR09 Hooded Tricycle for Kids is designed to make every moment of your child's ride a premium experience. With safety features, comfort, and style in mind, it's the perfect choice for young explorers. Give your child the joy of adventure while keeping them safe and comfortable – order the Luusa XR09 today!</p>",https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6422-min-PhotoRoom.png-PhotoRoom.png?v=1694514011
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6412-min-PhotoRoom.png-PhotoRoom.png?v=1694514011
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6453-min-PhotoRoom.png-PhotoRoom.png?v=1694514011
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6455-min-PhotoRoom.png-PhotoRoom.png?v=1694514011
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6458-min-PhotoRoom.png-PhotoRoom.png?v=1694514011
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6459-min-PhotoRoom.png-PhotoRoom.png?v=1694514011
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6462-min-PhotoRoom.png-PhotoRoom.png?v=1694514011
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6463-min-PhotoRoom.png-PhotoRoom.png?v=1694514011
Luusa XR09 Hooded Tricycle for Kids - Ages 8 Months to 4 Years,Default Title,,,499,5999,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Introducing the Luusa XR09 Hooded Tricycle for Kids, the ultimate blend of safety, comfort, and style for your young explorer. Designed to cater to children aged 8 months to 4 years, this tricycle is packed with features that ensure your child's well-being and endless enjoyment. Here's why it's a must-have for your little one:</span></p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<p><strong>Convertible Hood:</strong> Our innovative hood design can be easily opened and closed at any time. It features a secure lock system that keeps it steady in windy conditions and unlocks effortlessly for hood closure.</p>
</li>
<li>
<p><strong>Safety First:</strong> Equipped with a seat belt and cushioned rail guard, this tricycle ensures your child's safety during every ride.</p>
</li>
<li>
<p><strong>Easy to Clean:</strong> The cushioned seats are not only comfortable but also washable, making cleanup a breeze after messy adventures.</p>
</li>
<li>
<p><strong>Maximum Comfort:</strong> Enjoy a large cushion backrest that provides optimal support during long rides, keeping your child comfortable at all times.</p>
</li>
<li>
<p><strong>Leg Rest:</strong> For those moments when little legs can't quite reach the pedals, the built-in leg rest offers a convenient solution.</p>
</li>
<li>
<p><strong>360-Degree Convertibility:</strong> This tricycle effortlessly converts in all directions, allowing your child to face forward, backward, or sideways. It offers endless flexibility for a customized riding experience.</p>
</li>
<li>
<p><strong>Dual Baskets:</strong> Stay organized with two spacious baskets – a large one at the back and a smaller one at the front – perfect for storing toys, snacks, and essentials.</p>
</li>
<li>
<p><strong>Height Adjustable Parent Handle:</strong> The parent handle is height-adjustable with cushioned grips, ensuring a comfortable and ergonomic grip for caregivers.</p>
</li>
<li>
<p><strong>Bottle Holder:</strong> Stay hydrated on the go with the convenient bottle holder, always within arm's reach.</p>
</li>
<li>
<p><strong>Enhanced Grip:</strong> The Luusa XR09 features EAV wheels that provide superior grip, ensuring stability and control on various terrains.</p>
</li>
</ul>
<p>The Luusa XR09 Hooded Tricycle for Kids is designed to make every moment of your child's ride a premium experience. With safety features, comfort, and style in mind, it's the perfect choice for young explorers. Give your child the joy of adventure while keeping them safe and comfortable – order the Luusa XR09 today!</p>",https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6369-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6373-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6378-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6374-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6361-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6380-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6385-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6370-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6389-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6372-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6382-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6384-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6383-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6386-min-PhotoRoom.png-PhotoRoom.png?v=1694513994
Luusa R9 Power Tricycle for Kids - Hoodless Version,Default Title,,,499,5999,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Introducing the Luusa R9 Power Tricycle for Kids, now available in a sleek, hoodless design! This tricycle offers the perfect blend of excitement and safety for your little adventurer. Meticulously crafted with attention to detail, this version removes the hood to provide a different riding experience while retaining all the features that make Luusa R9 Power a top choice for parents.</span></p>
<p><meta charset=""utf-8""><strong>Description:</strong><span> Introducing the Luusa R9 Power Tricycle for Kids, now available in a sleek, hoodless design! This tricycle offers the perfect blend of excitement and safety for your little adventurer. Meticulously crafted with attention to detail, this version removes the hood to provide a different riding experience while retaining all the features that make Luusa R9 Power a top choice for parents.</span></p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<p><em>Adjustable Parent Handle</em>: Customize the handle height for your comfort while pushing your child.</p>
</li>
<li>
<p><em>Plug and Play</em>: No complex assembly required; it's ready to use right away.</p>
</li>
<li>
<p><em>Cushion Seat</em>: Ensures a comfortable and snug ride for your child.</p>
</li>
<li>
<p><em>Safety Rail Guard</em>: Provides extra protection to prevent your little one from falling off.</p>
</li>
<li>
<p><em>Seat Belt</em>: Keep your child securely in place during the journey.</p>
</li>
<li>
<p><em>Front and Back Baskets</em>: Convenient storage for toys, snacks, and essentials.</p>
</li>
<li>
<p><em>Adjustable Footrest</em>: Adapt the footrest to accommodate your child's growing legs.</p>
</li>
<li>
<p><em>Stroller Tricycle</em>: Combines the best of a tricycle and a stroller for versatile use.</p>
</li>
</ul>
<p>Experience the thrill of riding with the Luusa R9 Power Tricycle for Kids - Hoodless Version. It's perfect for those who prefer an open design and want to enjoy the same high-quality features and safety benefits. Order now and give your child the ride of their dreams!</p>",https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6158-PhotoRoom.png-PhotoRoom.png?v=1694513959
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6168-PhotoRoom.png-PhotoRoom.png?v=1694513959
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6180-PhotoRoom.png-PhotoRoom.png?v=1694513959
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6165-PhotoRoom.png-PhotoRoom.png?v=1694513959
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6164-PhotoRoom.png-PhotoRoom.png?v=1694513959
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6155-PhotoRoom.png-PhotoRoom.png?v=1694513959
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6170-PhotoRoom.png-PhotoRoom.png?v=1694513959
Luusa R9 Power Tricycle for Kids - Hoodless Version,Default Title,,,499,5999,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Introducing the Luusa R9 Power Tricycle for Kids, now available in a sleek, hoodless design! This tricycle offers the perfect blend of excitement and safety for your little adventurer. Meticulously crafted with attention to detail, this version removes the hood to provide a different riding experience while retaining all the features that make Luusa R9 Power a top choice for parents.</span></p>
<p><meta charset=""utf-8""><strong>Description:</strong><span> Introducing the Luusa R9 Power Tricycle for Kids, now available in a sleek, hoodless design! This tricycle offers the perfect blend of excitement and safety for your little adventurer. Meticulously crafted with attention to detail, this version removes the hood to provide a different riding experience while retaining all the features that make Luusa R9 Power a top choice for parents.</span></p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<p><em>Adjustable Parent Handle</em>: Customize the handle height for your comfort while pushing your child.</p>
</li>
<li>
<p><em>Plug and Play</em>: No complex assembly required; it's ready to use right away.</p>
</li>
<li>
<p><em>Cushion Seat</em>: Ensures a comfortable and snug ride for your child.</p>
</li>
<li>
<p><em>Safety Rail Guard</em>: Provides extra protection to prevent your little one from falling off.</p>
</li>
<li>
<p><em>Seat Belt</em>: Keep your child securely in place during the journey.</p>
</li>
<li>
<p><em>Front and Back Baskets</em>: Convenient storage for toys, snacks, and essentials.</p>
</li>
<li>
<p><em>Adjustable Footrest</em>: Adapt the footrest to accommodate your child's growing legs.</p>
</li>
<li>
<p><em>Stroller Tricycle</em>: Combines the best of a tricycle and a stroller for versatile use.</p>
</li>
</ul>
<p>Experience the thrill of riding with the Luusa R9 Power Tricycle for Kids - Hoodless Version. It's perfect for those who prefer an open design and want to enjoy the same high-quality features and safety benefits. Order now and give your child the ride of their dreams!</p>",https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6131-min-PhotoRoom.png-PhotoRoom.png?v=1694513944
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6135-min-PhotoRoom.png-PhotoRoom.png?v=1694513944
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6141-min-PhotoRoom.png-PhotoRoom.png?v=1694513944
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6146-min-PhotoRoom.png-PhotoRoom.png?v=1694513944
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6139-min-PhotoRoom.png-PhotoRoom.png?v=1694513944
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6150-min-PhotoRoom.png-PhotoRoom.png?v=1694513944
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6144-min-PhotoRoom.png-PhotoRoom.png?v=1694513944
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6149-min-PhotoRoom.png-PhotoRoom.png?v=1694513944
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6138-min-PhotoRoom.png-PhotoRoom.png?v=1694513944
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6137-min-PhotoRoom.png-PhotoRoom.png?v=1694513944
Luusa R9 Power 500 Tricycle for Kids with Hood and Parent Handle,Default Title,,,499,5999,"<p><meta charset=""utf-8""><meta charset=""utf-8""><span data-mce-fragment=""1"">The Luusa R9 Power 500 Tricycle for Kids is the perfect blend of excitement and safety for your little adventurer. With meticulous attention to detail, this tricycle comes equipped with an array of features that will make every ride an unforgettable experience.</span><br></p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<p><em>Adjustable Parent Handle</em>: Customize the handle height for your comfort while pushing your child.</p>
</li>
<li>
<p><em>Plug and Play</em>: No complex assembly required; it's ready to use right away.</p>
</li>
<li>
<p><em>Cushion Seat</em>: Ensures a comfortable and snug ride for your child.</p>
</li>
<li>
<p><em>Safety Rail Guard</em>: Provides extra protection to prevent your little one from falling off.</p>
</li>
<li>
<p><em>Seat Belt</em>: Keep your child securely in place during the journey.</p>
</li>
<li>
<p><em>Front and Back Baskets</em>: Convenient storage for toys, snacks, and essentials.</p>
</li>
<li>
<p><em>Adjustable Footrest</em>: Adapt the footrest to accommodate your child's growing legs.</p>
</li>
<li>
<p><em>Foldable Hood</em>: Shield your child from the sun or light rain, ensuring a pleasant ride.</p>
</li>
<li>
<p><em>Stroller Tricycle</em>: Combines the best of a tricycle and a stroller for versatile use.</p>
</li>
</ul>
<p>Give your child the gift of adventure and comfort with the Luusa R9 Power 500 Tricycle for Kids. Whether it's a leisurely stroll or an exciting adventure, this tricycle is designed to bring smiles and endless fun to your child's face. Order now and watch your little one enjoy the ride of a lifetime!</p>",https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6024-min-PhotoRoom.png-PhotoRoom.png?v=1694513916
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6084-min-PhotoRoom.png-PhotoRoom.png?v=1694513916
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6044-min-PhotoRoom.png-PhotoRoom.png?v=1694513916
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6028-min-PhotoRoom.png-PhotoRoom.png?v=1694513916
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6034-min-PhotoRoom.png-PhotoRoom.png?v=1694513917
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6051-min-PhotoRoom.png-PhotoRoom.png?v=1694513917
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6049-min-1-PhotoRoom.png-PhotoRoom.png?v=1694513917
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6041-min-PhotoRoom.png-PhotoRoom.png?v=1694513917
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6046-min-PhotoRoom.png-PhotoRoom.png?v=1694513917
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6029-min-PhotoRoom.png-PhotoRoom.png?v=1694513917
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6042-min-PhotoRoom.png-PhotoRoom.png?v=1694513917
Luusa R9 Power Tricycle for Kids - Hoodless Version,Default Title,,,499,5999,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Introducing the Luusa R9 Power Tricycle for Kids, now available in a sleek, hoodless design! This tricycle offers the perfect blend of excitement and safety for your little adventurer. Meticulously crafted with attention to detail, this version removes the hood to provide a different riding experience while retaining all the features that make Luusa R9 Power a top choice for parents.</span></p>
<p><meta charset=""utf-8""><strong>Description:</strong><span> Introducing the Luusa R9 Power Tricycle for Kids, now available in a sleek, hoodless design! This tricycle offers the perfect blend of excitement and safety for your little adventurer. Meticulously crafted with attention to detail, this version removes the hood to provide a different riding experience while retaining all the features that make Luusa R9 Power a top choice for parents.</span></p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<p><em>Adjustable Parent Handle</em>: Customize the handle height for your comfort while pushing your child.</p>
</li>
<li>
<p><em>Plug and Play</em>: No complex assembly required; it's ready to use right away.</p>
</li>
<li>
<p><em>Cushion Seat</em>: Ensures a comfortable and snug ride for your child.</p>
</li>
<li>
<p><em>Safety Rail Guard</em>: Provides extra protection to prevent your little one from falling off.</p>
</li>
<li>
<p><em>Seat Belt</em>: Keep your child securely in place during the journey.</p>
</li>
<li>
<p><em>Front and Back Baskets</em>: Convenient storage for toys, snacks, and essentials.</p>
</li>
<li>
<p><em>Adjustable Footrest</em>: Adapt the footrest to accommodate your child's growing legs.</p>
</li>
<li>
<p><em>Stroller Tricycle</em>: Combines the best of a tricycle and a stroller for versatile use.</p>
</li>
</ul>
<p>Experience the thrill of riding with the Luusa R9 Power Tricycle for Kids - Hoodless Version. It's perfect for those who prefer an open design and want to enjoy the same high-quality features and safety benefits. Order now and give your child the ride of their dreams!</p>",https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6013-min-PhotoRoom.png-PhotoRoom.png?v=1694513892
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6018-min-PhotoRoom.png-PhotoRoom.png?v=1694513892
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6010-min-PhotoRoom.png-PhotoRoom.png?v=1694513892
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6004-min-PhotoRoom.png-PhotoRoom.png?v=1694513892
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6014-min-PhotoRoom.png-PhotoRoom.png?v=1694513892
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6006-min-PhotoRoom.png-PhotoRoom.png?v=1694513892
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6002-min-PhotoRoom.png-PhotoRoom.png?v=1694513892
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_5995-min-PhotoRoom.png-PhotoRoom.png?v=1694513892
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6012-min-PhotoRoom.png-PhotoRoom.png?v=1694513892
"Luusa GT-1 Tricycle Plug N Play Kids with Parental Control, Cushion seat and Safety Guard Rail Carrying Capacity Upto 30kgs",Default Title,,,499,3600,"<p>The Luusa GT 500 Tricycle is the ultimate combination of safety, comfort, and enjoyment for your child's outdoor adventures. This tricycle is loaded with features designed to ensure your child's happiness and your peace of mind</p>
<p><u>Specifications </u></p>
<ul>
<li>Parental Control: No more backaches and running behind the kids !! Control their total movement. It comes with a 3 level height adjustment. </li>
<li>Cushion Seat: Super comfy HD foam and aesthetically designed cushion seat. </li>
<li>Safety Harness: Safety comes first for all the parents and with cushioned guard rail, your kid is safe and secure. </li>
<li> Dual Storage Space: To keep your wallet, or keys, a toy maybe, or a Mobile phone. </li>
<li> EVA Wheels: Superior grip on all sorts of surfaces, be it rough roads or Italian marble. </li>
<li>Fold-able and Rotate-able Footrest: The Footrest can be adjusted as per the requirement. And Many More..... </li>
<li>It is not just about the height or length that matters in a cycle, it is the complete dimension that makes a cycle PERFECT.</li>
</ul>
<p><meta charset=""utf-8""><span>Kids Tricycle, Hooded Tricycle, Adjustable Handle, Plug and Play, Cushioned Seat, Safety Rail Guard, Seat Belt, Front Basket, Back Basket, Adjustable Footrest, Foldable Hood, Stroller Tricycle</span></p>",https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6769-PhotoRoom.png-PhotoRoom.png?v=1694513870
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6770-PhotoRoom.png-PhotoRoom.png?v=1694513870
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6802-PhotoRoom.png-PhotoRoom.png?v=1694513870
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6791-PhotoRoom.png-PhotoRoom.png?v=1694513871
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6773-PhotoRoom.png-PhotoRoom.png?v=1694513871
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6677-PhotoRoom.png-PhotoRoom.png?v=1694513871
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6678-PhotoRoom.png-PhotoRoom.png?v=1694513871
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6786-PhotoRoom.png-PhotoRoom.png?v=1694513871
,,,,,,,https://cdn.shopify.com/s/files/1/0828/1908/8689/products/IMG_6796-PhotoRoom.png-PhotoRoom.png?v=1694513871
